month_id,department_id,region_id,category_id,budget_amount
202409,D04,R01,C03,47290.1
202409,D04,R01,C07,8725.25
202409,D04,R01,C08,7221.72
202409,D04,R02,C03,49975.85
202409,D04,R02,C07,10135.76
202409,D04,R02,C08,8417.58
202409,D04,R03,C03,42934.99
202409,D04,R03,C07,8587.53
202409,D04,R03,C08,7142.5
202409,D04,R04,C03,41112.61
202409,D04,R04,C07,8034.47
202409,D04,R04,C08,6578.16
202409,D05,R01,C03,41793.12
202409,D05,R01,C07,8389.43
202409,D05,R01,C08,6934.87
202409,D05,R02,C03,47298.4
202409,D05,R02,C07,9932.64
202409,D05,R02,C08,7524.61
202409,D05,R03,C03,41514.38
202409,D05,R03,C07,8345.44
202409,D05,R03,C08,6268.37
202409,D05,R04,C03,39653.04
202409,D05,R04,C07,7551.77
202409,D05,R04,C08,6530.22
202409,D06,R01,C03,46747.77
202409,D06,R01,C05,24018.18
202409,D06,R01,C06,11145.84
202409,D06,R01,C07,10171.47
202409,D06,R01,C08,7753.7
202409,D06,R02,C03,53803.35
202409,D06,R02,C05,25493.87
202409,D06,R02,C06,13110.52
202409,D06,R02,C07,10349.79
202409,D06,R02,C08,8866.63
202409,D06,R03,C03,44670.33
202409,D06,R03,C05,22301.91
202409,D06,R03,C06,10534.64
202409,D06,R03,C07,9179.79
202409,D06,R03,C08,7412.15
202409,D06,R04,C03,41711.27
202409,D06,R04,C05,22403.22
202409,D06,R04,C06,10416.32
202409,D06,R04,C07,8742.27
202409,D06,R04,C08,6935.47
202410,D01,R01,C01,155937.02
202410,D01,R01,C02,105626.22
202410,D01,R01,C03,63362.51
202410,D01,R01,C06,15249.04
202410,D01,R01,C07,13599.84
202410,D01,R02,C01,180978.95
202410,D01,R02,C02,114036.72
202410,D01,R02,C03,70532.56
202410,D01,R02,C06,17574.48
202410,D01,R02,C07,14305.73
202410,D01,R03,C01,142523.59
202410,D01,R03,C02,96320.12
202410,D01,R03,C03,63690.2
202410,D01,R03,C06,15200.29
202410,D01,R03,C07,11879.1
202410,D01,R04,C01,137808.96
202410,D01,R04,C02,91958.66
202410,D01,R04,C03,60077.74
202410,D01,R04,C06,13494.19
202410,D01,R04,C07,11344.85
202410,D02,R01,C02,90845.26
202410,D02,R01,C03,53352.98
202410,D02,R01,C04,33580.21
202410,D02,R01,C06,12883.62
202410,D02,R01,C07,10583.38
202410,D02,R02,C02,94528.26
202410,D02,R02,C03,61985.27
202410,D02,R02,C04,37676.61
202410,D02,R02,C06,15033.57
202410,D02,R02,C07,12002.81
202410,D02,R03,C02,85198.39
202410,D02,R03,C03,50823.79
202410,D02,R03,C04,30771.29
202410,D02,R03,C06,13066.63
202410,D02,R03,C07,9963.68
202410,D02,R04,C02,76089.77
202410,D02,R04,C03,48163.25
202410,D02,R04,C04,28358.1
202410,D02,R04,C06,11527.69
202410,D02,R04,C07,10004.9
202410,D03,R01,C03,52087.48
202410,D03,R01,C06,13094.77
202410,D03,R01,C07,10833.32
202410,D03,R02,C03,56836.5
202410,D03,R02,C06,13526.56
202410,D03,R02,C07,11411.04
202410,D03,R03,C03,50325.35
202410,D03,R03,C06,11692.37
202410,D03,R03,C07,10098.84
202410,D03,R04,C03,46821.97
202410,D03,R04,C06,11399.02
202410,D03,R04,C07,9389.64
202410,D04,R01,C03,46278.85
202410,D04,R01,C07,9873.79
202410,D04,R01,C08,7759.29
202410,D04,R02,C03,50104.49
202410,D04,R02,C07,10778.02
202410,D04,R02,C08,8305.55
202410,D04,R03,C03,46658.55
202410,D04,R03,C07,9246.7
202410,D04,R03,C08,7128.29
202410,D04,R04,C03,40494.3
202410,D04,R04,C07,8308.26
202410,D04,R04,C08,6832.33
202410,D05,R01,C03,45220.65
202410,D05,R01,C07,8708.91
202410,D05,R01,C08,6882.5
202410,D05,R02,C03,50731.59
202410,D05,R02,C07,10293.06
202410,D05,R02,C08,7874.18
202410,D05,R03,C03,41001.88
202410,D05,R03,C07,8285.7
202410,D05,R03,C08,6456.32
202410,D05,R04,C03,41826.43
202410,D05,R04,C07,7725.46
202410,D05,R04,C08,6475.17
202410,D06,R01,C03,48748.1
202410,D06,R01,C05,25072.61
202410,D06,R01,C06,12151.25
202410,D06,R01,C07,10303.92
202410,D06,R01,C08,7745.72
202410,D06,R02,C03,52179.7
202410,D06,R02,C05,26435.18
202410,D06,R02,C06,13693.7
202410,D06,R02,C07,11382.75
202410,D06,R02,C08,8863.51
202410,D06,R03,C03,47857.51
202410,D06,R03,C05,24081.61
202410,D06,R03,C06,11002.35
202410,D06,R03,C07,9868.96
202410,D06,R03,C08,7519.42
202410,D06,R04,C03,44362.94
202410,D06,R04,C05,22486.21
202410,D06,R04,C06,10284.95
202410,D06,R04,C07,8677.91
202410,D06,R04,C08,7352.96
202411,D01,R01,C01,155241.34
202411,D01,R01,C02,109114.04
202411,D01,R01,C03,65781.11
202411,D01,R01,C06,16020.66
202411,D01,R01,C07,13214.74
202411,D01,R02,C01,175628.09
202411,D01,R02,C02,121402.27
202411,D01,R02,C03,72743.63
202411,D01,R02,C06,17938.33
202411,D01,R02,C07,14814.43
202411,D01,R03,C01,156418.9
202411,D01,R03,C02,107081.87
202411,D01,R03,C03,65616.37
202411,D01,R03,C06,14951.29
202411,D01,R03,C07,12223.74
202411,D01,R04,C01,142333.81
202411,D01,R04,C02,98124.16
202411,D01,R04,C03,58024.91
202411,D01,R04,C06,14574.7
202411,D01,R04,C07,12267.66
202411,D02,R01,C02,89216.26
202411,D02,R01,C03,58236.07
202411,D02,R01,C04,32681.65
202411,D02,R01,C06,13029.85
202411,D02,R01,C07,11598.77
202411,D02,R02,C02,99747.01
202411,D02,R02,C03,63545.07
202411,D02,R02,C04,37178.11
202411,D02,R02,C06,14589.19
202411,D02,R02,C07,12872.05
202411,D02,R03,C02,88764.49
202411,D02,R03,C03,54913.73
202411,D02,R03,C04,31582.6
202411,D02,R03,C06,13044.25
202411,D02,R03,C07,10623.23
202411,D02,R04,C02,78313.35
202411,D02,R04,C03,53159.55
202411,D02,R04,C04,29506.01
202411,D02,R04,C06,12798.61
202411,D02,R04,C07,10150.89
202411,D03,R01,C03,52299.72
202411,D03,R01,C06,13014.3
202411,D03,R01,C07,11202.78
202411,D03,R02,C03,60779.42
202411,D03,R02,C06,14693.03
202411,D03,R02,C07,12068.63
202411,D03,R03,C03,52286.38
202411,D03,R03,C06,12741.93
202411,D03,R03,C07,10003.16
202411,D03,R04,C03,48548.61
202411,D03,R04,C06,11338.82
202411,D03,R04,C07,10194.01
202411,D04,R01,C03,50758.13
202411,D04,R01,C07,9272.32
202411,D04,R01,C08,7935.86
202411,D04,R02,C03,55733.38
202411,D04,R02,C07,10350.47
202411,D04,R02,C08,8611.72
202411,D04,R03,C03,48088.31
202411,D04,R03,C07,8803.65
202411,D04,R03,C08,7533.04
202411,D04,R04,C03,42853.6
202411,D04,R04,C07,9119.26
202411,D04,R04,C08,7328.07
202411,D05,R01,C03,47939.18
202411,D05,R01,C07,9156.33
202411,D05,R01,C08,7609.88
202411,D05,R02,C03,52229.63
202411,D05,R02,C07,9915.33
202411,D05,R02,C08,8344.11
202411,D05,R03,C03,41586.12
202411,D05,R03,C07,8804.96
202411,D05,R03,C08,6788.43
202411,D05,R04,C03,39742.56
202411,D05,R04,C07,7912.48
202411,D05,R04,C08,6739.34
202411,D06,R01,C03,50478.56
202411,D06,R01,C05,26226.53
202411,D06,R01,C06,11776.87
202411,D06,R01,C07,10070.49
202411,D06,R01,C08,8240.41
202411,D06,R02,C03,58070.55
202411,D06,R02,C05,27703.61
202411,D06,R02,C06,13713.7
202411,D06,R02,C07,11721.61
202411,D06,R02,C08,9133.41
202411,D06,R03,C03,47433.58
202411,D06,R03,C05,23208.58
202411,D06,R03,C06,12129.28
202411,D06,R03,C07,9280.38
202411,D06,R03,C08,8089.78
202411,D06,R04,C03,46303.6
202411,D06,R04,C05,24098.59
202411,D06,R04,C06,11411.88
202411,D06,R04,C07,9693.79
202411,D06,R04,C08,7276.92
202412,D01,R01,C01,172488.76
202412,D01,R01,C02,110901.63
202412,D01,R01,C03,69859.13
202412,D01,R01,C06,17014.21
202412,D01,R01,C07,14523.15
202412,D01,R02,C01,193745.86
202412,D01,R02,C02,126505.13
202412,D01,R02,C03,76366.8
202412,D01,R02,C06,18334.67
202412,D01,R02,C07,15765.88
202412,D01,R03,C01,155430.88
202412,D01,R03,C02,102255.44
202412,D01,R03,C03,65533.24
202412,D01,R03,C06,15620.43
202412,D01,R03,C07,13029.09
202412,D01,R04,C01,147172.15
202412,D01,R04,C02,96184.3
202412,D01,R04,C03,59962.61
202412,D01,R04,C06,15857.44
202412,D01,R04,C07,12508.99
202412,D02,R01,C02,92991.75
202412,D02,R01,C03,59856.33
202412,D02,R01,C04,34286.0
202412,D02,R01,C06,14746.99
202412,D02,R01,C07,12096.74
202412,D02,R02,C02,99238.9
202412,D02,R02,C03,64146.91
202412,D02,R02,C04,40279.28
202412,D02,R02,C06,16213.57
202412,D02,R02,C07,12893.83
202412,D02,R03,C02,90389.63
202412,D02,R03,C03,54000.05
202412,D02,R03,C04,35162.2
202412,D02,R03,C06,13046.67
202412,D02,R03,C07,11666.62
202412,D02,R04,C02,85939.09
202412,D02,R04,C03,53490.14
202412,D02,R04,C04,31792.29
202412,D02,R04,C06,12358.73
202412,D02,R04,C07,10241.64
202412,D03,R01,C03,54434.72
202412,D03,R01,C06,13018.57
202412,D03,R01,C07,11513.13
202412,D03,R02,C03,60676.77
202412,D03,R02,C06,14130.31
202412,D03,R02,C07,12897.93
202412,D03,R03,C03,55241.74
202412,D03,R03,C06,13314.15
202412,D03,R03,C07,11166.58
202412,D03,R04,C03,48756.43
202412,D03,R04,C06,11970.49
202412,D03,R04,C07,10340.3
202412,D04,R01,C03,51387.94
202412,D04,R01,C07,9731.13
202412,D04,R01,C08,8318.69
202412,D04,R02,C03,53912.3
202412,D04,R02,C07,10781.77
202412,D04,R02,C08,8903.2
202412,D04,R03,C03,48325.0
202412,D04,R03,C07,9652.69
202412,D04,R03,C08,7347.85
202412,D04,R04,C03,47072.16
202412,D04,R04,C07,8859.35
202412,D04,R04,C08,6988.72
202412,D05,R01,C03,49450.44
202412,D05,R01,C07,9953.78
202412,D05,R01,C08,7891.8
202412,D05,R02,C03,53980.63
202412,D05,R02,C07,10634.57
202412,D05,R02,C08,8420.21
202412,D05,R03,C03,43352.35
202412,D05,R03,C07,8961.21
202412,D05,R03,C08,7143.09
202412,D05,R04,C03,41810.79
202412,D05,R04,C07,8759.43
202412,D05,R04,C08,6851.57
202412,D06,R01,C03,50971.17
202412,D06,R01,C05,25855.69
202412,D06,R01,C06,13001.98
202412,D06,R01,C07,10189.0
202412,D06,R01,C08,8810.95
202412,D06,R02,C03,58491.6
202412,D06,R02,C05,29203.2
202412,D06,R02,C06,14174.58
202412,D06,R02,C07,12084.01
202412,D06,R02,C08,9220.7
202412,D06,R03,C03,51439.69
202412,D06,R03,C05,25436.1
202412,D06,R03,C06,11847.01
202412,D06,R03,C07,10490.72
202412,D06,R03,C08,8326.91
202412,D06,R04,C03,48638.67
202412,D06,R04,C05,24779.29
202412,D06,R04,C06,11913.27
202412,D06,R04,C07,9775.53
202412,D06,R04,C08,7918.98
